what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243677431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243683124
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1476243684908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1476243700759
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1476243708148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243710496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476243711697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243713233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243720461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243736839
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1476243736952
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1476243737030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243740193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243755430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476243760059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1476243815946
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1476243837669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243842754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476243856766
